species:ncbi:36911	Clavispora lusitaniae
species:ncbi:190378	Anopheles punctimacula
species:ncbi:9016	Cyrtonyx 
species:ncbi:648151	Vandellia cirrhosa 
species:ncbi:85844	Chrysosporium lobatum 
species:ncbi:122	Planctomyces maris 
species:ncbi:24208	lila 
species:ncbi:157920	Cellulosimicrobium
species:ncbi:65739	Anarhichas minor 
species:ncbi:2736	Verrucomicrobium spinosum 
species:ncbi:5015	Conchiobolus 
species:ncbi:40207	Spizella arborea 
species:ncbi:183613	Queen water snake 
species:ncbi:3572	herbada
species:ncbi:28039	Lactobacillus leichmannii
species:ncbi:5046	Cephalosporium strictum
species:ncbi:112525	Biomphalaria pfeifferi
species:ncbi:33047	Rochalimaea vinsonii - RETIRADO - (concepto no activo)
species:ncbi:10358	virus de la glándula salival
species:ncbi:1303020	cálao pío de Malabar
species:ncbi:239038	Halichoeres semicinctus
species:ncbi:74385	Gracilibacillus
species:ncbi:70334	Buthacus 
species:ncbi:7959	Ctenopharyngodon idella
species:ncbi:279506	Boletus bicolor 
species:ncbi:41986	Corynebacterium mediolanum 
species:ncbi:6857	Androctonus, SAI
species:ncbi:29146	Acanthuridae 
species:ncbi:27774	Triglidae
species:ncbi:29889	calocera cornuda
species:ncbi:9788	Equidae 
species:ncbi:290750	Vasotrema
species:ncbi:4608	Lolium pratense 
species:ncbi:94190	gineta de Ibiza
species:ncbi:203861	Aegyptianella 
species:ncbi:75832	Anas americana 
species:ncbi:1306	de Streptococcus
species:ncbi:56290	pichón volteador 
species:ncbi:7941	congridae - congrio 
species:ncbi:74873	Anopheles sinensis 
species:ncbi:84799	chambergo 
species:ncbi:171412	Eremococcus
species:ncbi:214904	Tepidibacter
species:ncbi:4734	su Commelinidae 
species:ncbi:35833	Bilophia wadsworhthia 
species:ncbi:69474	Orientia 
species:ncbi:85401	Mannheimia glucosida 
species:ncbi:71727	Coprinellus xanthothrix 
species:ncbi:150333	Thermobrachium
species:ncbi:879513	Lupinoblennius dispar 
species:ncbi:36531	micobacteria atípica
species:ncbi:123320	Okibacterium fritillariae 
species:ncbi:37609	pico gordo 
species:ncbi:1375	Aerococcus 
species:ncbi:68225	Streptomyces kunmingensis 
species:ncbi:56305	Thalassornis
species:ncbi:57029	Psychroflexus torquis 
species:ncbi:2147	de Acholeplasma 
species:ncbi:39492	Eubacterium siraeum
species:ncbi:90883	Cystobasidiales
species:ncbi:265425	Salinimonas chungwhensis 
species:ncbi:46180	Nonomuraea rubra
species:ncbi:1738904	Phytichthys chirus 
species:ncbi:2035	Corynebacterium flaccumfaciens, sub betae
species:ncbi:435274	Gerres cinereus 
species:ncbi:138583	Leucochloridium
species:ncbi:564716	Phoxinus oreas 
species:ncbi:39407	Morchella esculenta 
species:ncbi:1182196	róbalo de las cuevas
species:ncbi:348052	Kathetostoma albigutta
species:ncbi:178887	Diopsittaca 
species:ncbi:143398	Ictiobus cyprinellus
species:ncbi:103732	Saccharothrix flava
species:ncbi:533323	Psychrobacter fulvigenes 
species:ncbi:1175	Aphanizomenon 
species:ncbi:148308	de Parelaphostrongylus 
species:ncbi:162981	perca de aguas verdes
species:ncbi:5872	Theileria equi
species:ncbi:352	Azotobacter 
species:ncbi:121871	Haloterrigena 
species:ncbi:388967	Agelastes
species:ncbi:86175	Pseudomonas pertucinogena
species:ncbi:475960	Bellilinea
species:ncbi:63479	Nerium oleander
species:ncbi:417927	Etheostoma jessiae
species:ncbi:58262	tribu Culicoidini 
species:ncbi:7207	Tabanus atratus 
species:ncbi:525769	Parahistomonas wenrichi
species:ncbi:30742	Floridichthys carpio 
species:ncbi:55143	sub Leithiinae 
species:ncbi:1366	Lactococcus raffinolactis 
species:ncbi:75612	Pseudomonas mandelii 
species:ncbi:5598	Alternaria 
species:ncbi:13723	Tetrapturus pfluegeri
species:ncbi:241699	Chilomycterus antennatus 
species:ncbi:11746	virus del adenocarcinoma pulmonar ovino
species:ncbi:1831	de Rhodococcus 
species:ncbi:84377	Serpulina intermedia 
species:ncbi:587064	Urceolaria urechi 
species:ncbi:46212	Culicoides variipennis 
species:ncbi:1445	Bacillus alcalophilus
species:ncbi:55877	Parafilaroides, SAI
species:ncbi:231457	Chromis punctipinnis 
species:ncbi:393921	Porphyromonas cansulci
species:ncbi:714067	Kroppenstedtia eburnea
species:ncbi:141467	Calotropis procera
species:ncbi:345155	lanario
species:ncbi:1392	Bacillus anthracis
species:ncbi:44024	virus Kokobera
species:ncbi:2420	Thermosipho
species:ncbi:445220	Reyranella massiliensis
species:ncbi:244446	ave fragata enana
species:ncbi:16195	Polygonatum
species:ncbi:85230	Melianthus major
species:ncbi:293890	Agromyces subbeticus 
species:ncbi:1548569	Geigeria aspera 
species:ncbi:8764	Trimeresurus 
species:ncbi:204773	Herminiimonas arsenicoxydans
species:ncbi:114431	Cyanoramphus 
species:ncbi:8527	Trachydosaurus rugosus
species:ncbi:759851	Sporosarcina newyorkensis 
species:ncbi:231488	Paris quadrifolia
species:ncbi:31959	Amycolatopsis lurida 
species:ncbi:3339	Pinus contorta
species:ncbi:6896	Aphonopelma 
species:ncbi:36823	Rhodococcus sputi 
species:ncbi:311900	cotorra capirotada
species:ncbi:56313	Tyto alba
species:ncbi:9702	otariidae
species:ncbi:582665	Leifsonia soli
species:ncbi:177147	tórtola turca
species:ncbi:99684	Prosthodendrium
species:ncbi:8628	Laticauda colubrina
species:ncbi:504481	Sediminibacterium
species:ncbi:195064	Ectothiorhodospira mobilis
species:ncbi:1934373	Chaetomium robustum 
species:ncbi:8930	Columbidae
species:ncbi:9031	pollo 
species:ncbi:1418	Bacillus mannanilyticus 
species:ncbi:9251	Podilymbus
species:ncbi:575	Raoultella planticola
species:ncbi:11276	virus de la estomatitis vesicular (concepto no activo)
species:ncbi:29345	Sedimentibacter hydroxybenzoicus
species:ncbi:71082	Oonopsis 
species:ncbi:34884	Callorhinus ursinus 
species:ncbi:51904	Deroptyus accipitrinus
species:ncbi:549	de Enterobacter agglomerans
species:ncbi:232995	Notropis leuciodus 
species:ncbi:60189	Rhipicephalus decoloratus
species:ncbi:33313	phylum Gastrotricha
species:ncbi:651723	raya látigo violeta
species:ncbi:148074	Vampyrum spectrum 
species:ncbi:447135	ratón de agua
species:ncbi:154117	Georgenia muralis
species:ncbi:333754	papilomavirus humano  6 
species:ncbi:256737	Latrodectus hesperus 
species:ncbi:3982	yuca 
species:ncbi:721932	Cyclopsetta fimbriata
species:ncbi:1773	Mycobacterium tuberculosis
species:ncbi:171288	Mycoplasma molare 
species:ncbi:11023	virus Middelburg 
species:ncbi:386056	Burkholderia ferrariae
species:ncbi:115653	paloma coroniblanca 
species:ncbi:7199	Lutzomyia
species:ncbi:448	Legionella erythra
species:ncbi:135624	Aeromonadales
species:ncbi:67695	Amanita caesarea 
species:ncbi:1648	Erysipelothrix Rhusiopathiae 
species:ncbi:260714	Campylobacter insulaenigrae
species:ncbi:5794	Apicomplexa 
species:ncbi:36741	Mycoplasma feliminutum
species:ncbi:555304	Rufous-fronted thornbird 
species:ncbi:53393	Thiodictyon bacillosum
species:ncbi:176936	cortacubas de pico fino 
species:ncbi:136461	de Rhizamoeba 
species:ncbi:966	Oceanospirillum linum
species:ncbi:21766	Glechoma
species:ncbi:11886	virus del sarcoma de Rous 
species:ncbi:93	Stella
species:ncbi:1046072	Notropis semperasper
species:ncbi:57436	cortacubas jamaiquino
species:ncbi:45340	Raffaelea 
species:ncbi:38942	Quercus robur 
species:ncbi:9362	Soricomorpha 
species:ncbi:57236	Aechmophorus occidentalis 
species:ncbi:42196	Dieffenbachia picta
species:ncbi:338	s de Xanthomonas
species:ncbi:33007	Actinomyces neuii
species:ncbi:461281	Ogataea 
species:ncbi:126749	Cynanchum ellipticum 
species:ncbi:28292	virus siciliano
species:ncbi:39950	Dialister pneumosintes
species:ncbi:82978	Budvicia
species:ncbi:64533	Ictalurus de lupus
species:ncbi:60171	Penicillium verrucosum 
species:ncbi:8471	Lepidochelys
species:ncbi:33118	manzana de Perú
species:ncbi:3208	subdivisión Musci 
species:ncbi:5417	Torula humicola
species:ncbi:120794	Falco rusticolus 
species:ncbi:6196	opisthorchiidae 
species:ncbi:27299	Debaryomyces nepalensis 
species:ncbi:299628	Aedes taylori 
species:ncbi:307658	Monomorium pharaonis
species:ncbi:532090	rinovirus humano 35 
species:ncbi:9061	faisán koklas 
species:ncbi:226010	Aestuariibacter salexigens 
species:ncbi:51961	Phyllobates
species:ncbi:246786	Bacillus cibi 
species:ncbi:247734	Neochmia
species:ncbi:81425	Desulfovibrio aminophilus 
species:ncbi:60465	Agapornis nigrigenis
species:ncbi:1422	Bacillus stearothermophilus
species:ncbi:1219335	cucal senegalés
species:ncbi:32002	Achromobacter denitrificans 
species:ncbi:8247	labridae - labro 
species:ncbi:186569	Leotiaceae
species:ncbi:141829	Corynosoma villosum 
species:ncbi:299146	Micromonospora narathiwatensis
species:ncbi:1212470	monjita americana
species:ncbi:124135	Babesia felis 
species:ncbi:43311	Fratercula cirrhata 
species:ncbi:8787	casuario austral
species:ncbi:7368	Haematobia irritans 
species:ncbi:38313	Shewanella algae
species:ncbi:39743	Asfivirus
species:ncbi:148454	Marinospirillum alkaliphilum 
species:ncbi:5120	Erysiphales 
species:ncbi:1182934	Aluterus schoepfi
species:ncbi:290612	Endoconidioma 
species:ncbi:33074	Zymobacter palmae
species:ncbi:29461	Brucella suis 
species:ncbi:88120	sastrecillo común
species:ncbi:8692	Bitis arietans
species:ncbi:177155	tórtola europea 
species:ncbi:6943	Amblyomma americanum 
species:ncbi:8515	iguanidae 
species:ncbi:1081040	Microbacterium murale
species:ncbi:29349	Clostridium thermoalcaliphilum 
species:ncbi:50557	insectos
species:ncbi:57739	de Vogesella
species:ncbi:57412	colí de anteojos
species:ncbi:28095	Burkholderia cocovenenans
species:ncbi:1198485	Hannaella luteola
species:ncbi:55170	Didymella 
species:ncbi:34735	apoidea - abeja (concepto no activo)
species:ncbi:94438	Tenrec
species:ncbi:30644	Hutia 
species:ncbi:64160	Desulfurobacterium thermolithotrophum 
species:ncbi:453573	Actinomadura bangladeshensis 
species:ncbi:196774	Moxostoma pappillosum 
species:ncbi:337051	papilomavirus humano  5 
species:ncbi:88376	Agromyces bracchium 
species:ncbi:40052	virus Changuinola
species:ncbi:9223	Psittaciformes - psitacinas 
species:ncbi:2268226	Filicollis anatis 
species:ncbi:7808	tiburón oceánico
species:ncbi:3514	Betulaceae - abedul
species:ncbi:965	Oceanospirillum
species:ncbi:48935	Novosphingobium aromaticivorans 
species:ncbi:1570	Halobacillus halophilus
species:ncbi:300955	Reverchonia
species:ncbi:329023	Brevoortia smithi
species:ncbi:162324	Limosa fedoa
species:ncbi:8655	naja nivea
species:ncbi:194685	Ceriporia spissa 
species:ncbi:10042	Peromyscus maniculatus 
species:ncbi:161740	Thinocoridae
species:ncbi:197054	Candida galli
species:ncbi:1873	Micromonospora
species:ncbi:44259	de Filifactor 
species:ncbi:264297	Cellulomonas denverensis 
species:ncbi:77520	Plasmodium hylobati
species:ncbi:253628	Dactylaria gallopava
species:ncbi:43670	Cellulomonas cellasea 
species:ncbi:24663	Physalis
species:ncbi:108405	Sterna hirundo 
species:ncbi:74920	Indotestudo elongata
species:ncbi:1786	Mycobacterium sphagni 
species:ncbi:8006	Salmoniformes
species:ncbi:65661	Acanthamoeba healyi 
species:ncbi:178888	Diopsittaca nobilis
species:ncbi:223967	Methylobacterium populi
species:ncbi:53246	Pseudoalteromonas
species:ncbi:90312	Phyllodontia unicolor
species:ncbi:1021	de Beggiatoa
species:ncbi:201374	Paradoxornis nipalensis
species:ncbi:3869	s de Lupinus
species:ncbi:6670	Ostracoda
species:ncbi:386891	Moraxella bovoculi 
species:ncbi:125058	yacutingá negra
species:ncbi:300020	Flavobacterium marinotypicum 
species:ncbi:1310	Streptococcus sobrinus
species:ncbi:238987	bobito de cresta
species:ncbi:10	Cellvibrio
species:ncbi:206042	Pseudoalteromonas mariniglutinosa 
species:ncbi:273489	Carduelis cucullata 
species:ncbi:179	Leptospirillum
species:ncbi:452597	Aonyx cinereus 
species:ncbi:76721	nutria sin uñas
species:ncbi:9120	Fulica
species:ncbi:154009	Pulex simulans 
species:ncbi:471575	Photorhabdus temperata sub cinerea 
species:ncbi:2484686	mantarraya gris
species:ncbi:44279	Endomyces
species:ncbi:13567	s de Hexamita 
species:ncbi:84337	Diplostraca 
species:ncbi:81903	gallareta americana 
species:ncbi:27871	Plagiorchiida
species:ncbi:9014	Colinus virginianus
species:ncbi:38606	Paucituberculata 
species:ncbi:28127	Prevotella buccalis
species:ncbi:2743	Marinobacter hydrocarbonoclasticus
species:ncbi:51359	carpintero crestado
species:ncbi:87012	Helicobacter mesocricetorum
species:ncbi:83558	Chlamydia pneumoniae
species:ncbi:199703	Okavirus 
species:ncbi:1066	Rhodocyclus tenuis 
species:ncbi:52200	Physignathus cocincinus
species:ncbi:114249	Tepidimonas ignava
species:ncbi:60879	virus Cabassou 
species:ncbi:1873719	Streptomyces hydrogenans 
species:ncbi:9536	Aotus
species:ncbi:714067	Kroppenstedtia eburnea 
species:ncbi:192881	puercoespín africano de cola peluda
species:ncbi:489632	Pseudomonas chengduensis
species:ncbi:300028	Rhodococcus triatomae 
species:ncbi:115625	Ducula 
species:ncbi:59600	Cellulophaga algicola
species:ncbi:48167	cabra de Markhor
species:ncbi:236680	Oeciacus
species:ncbi:279368	Besnoitia tarandi 
species:ncbi:84037	Syntrophococcus sucromutans
species:ncbi:40411	Chrysosporium
species:ncbi:1537659	Arthrographis arxii
species:ncbi:186534	Caulimoviridae
species:ncbi:241569	Amazona albifrons
species:ncbi:875792	Apogon guadalupensis 
species:ncbi:29907	s de Sporotrichum 
species:ncbi:47748	Hyaloscypha aureliella
species:ncbi:204286	Cobetia 
species:ncbi:34935	Golden bowerbird 
species:ncbi:46254	Oenococcus
species:ncbi:34096	Brevinema
species:ncbi:1311473	Ogcocephalus radiatus
species:ncbi:10659	corticovirus 
species:ncbi:35827	s de Chlamydia
species:ncbi:84589	virus de la enfermedad del páncreas de los salmónidos 
species:ncbi:85682	Bacillus arseniciselenatis 
species:ncbi:82976	Buttiauxella
species:ncbi:9794	Equus onager
species:ncbi:7396	Glossina fuscipes
species:ncbi:21	Phenylobacterium immobile 
species:ncbi:371919	picogordo tigrillo 
species:ncbi:531869	Fregilupus varius 
species:ncbi:60468	Agapornis roseicollis 
species:ncbi:105513	calandria de Baltimore 
species:ncbi:43773	Syntrophus 
species:ncbi:10990	virus enano veteado negro del arroz 
species:ncbi:4927	Candida pelliculosa 
species:ncbi:72081	escorpina de vientre corto
species:ncbi:217731	Mesoplasma photuris 
species:ncbi:36270	sylviidae 
species:ncbi:92400	Mycoplasma anseris 
species:ncbi:589643	terrera colinegra
species:ncbi:629735	virus Itaporanga
species:ncbi:449	Legionella hackeliae 
species:ncbi:215418	zoarcido del Ártico
species:ncbi:54496	Rallus aquaticus
species:ncbi:1010	Flavobacterium mizutaii
species:ncbi:129727	virus de la estomatitis papular bovina
species:ncbi:203311	Gobiosoma robustum 
species:ncbi:27854	Calicophoron calicophorum 
species:ncbi:1206079	Erythrophleum guineense
species:ncbi:60550	Pseudomonas pyrrocinia 
species:ncbi:13556	Hapalemur 
species:ncbi:29661	Anthoxanthum odoratum
species:ncbi:202750	Kurthia sibirica 
species:ncbi:45806	Motacilla 
species:ncbi:59124	Anopheles balabacensis 
species:ncbi:2071536	Rumex venosus
species:ncbi:53328	Desulfospira
species:ncbi:43673	de Jonesia 
species:ncbi:188711	Thermodesulfobacteriaceae 
species:ncbi:1234271	Medicopsis romeroi 
species:ncbi:5592	Microascales
species:ncbi:75588	Pseudomonas libanensis 
species:ncbi:35786	Coprothermobacter proteolyticus
species:ncbi:55603	Mycoplasma caviae
species:ncbi:335929	Erythrobacteraceae 
species:ncbi:34861	Sciurus niger
species:ncbi:204472	Ancalomicrobium 
species:ncbi:9481	marmoset de colmillo corto
species:ncbi:58050	Moritella 
species:ncbi:11050	Flaviviridae
species:ncbi:28174	Vibrio ordalii 
species:ncbi:29510	Leptospira parva
species:ncbi:709510	Jeotgalicoccus aerolatus 
species:ncbi:37482	Laceyella sacchari 
species:ncbi:73051	Derogenes
species:ncbi:229007	Halomonas ventosae
species:ncbi:7907	esturión de lago
species:ncbi:6950	ácaro falso de la sarna
species:ncbi:195950	Tannerella 
species:ncbi:48423	Nyctibiidae
species:ncbi:86049	Cladosporium carrionii 
species:ncbi:182264	Sporotomaculum syntrophicum 
species:ncbi:9252	Podilymbus podiceps
species:ncbi:65422	Phaeoacremonium inflatipes
species:ncbi:34028	de Comamonas
species:ncbi:129040	Chriodorus atherinoides
species:ncbi:94694	Desulfurococcus amylolyticus
species:ncbi:227388	Thermodesulfobium
species:ncbi:151233	Salsola 
species:ncbi:80854	Moritella viscosa 
species:ncbi:53634	Acidimicrobium
species:ncbi:1512	Clostridium symbiosum 
species:ncbi:1739619	Gobiosoma longipala 
species:ncbi:1046057	Fundulus waccamensis 
species:ncbi:219572	Pseudomonas antarctica
species:ncbi:240115	Chenopodium atriplicinum (concepto no activo)
species:ncbi:513041	Eustrongylides 
species:ncbi:371911	chorlitejo grande
species:ncbi:3803	Fabaceae - Leguminosae
species:ncbi:109325	Pelospora glutarica 
species:ncbi:1141657	Nocardia vulneris
species:ncbi:28344	virus del síndrome respiratorio y reproductor porcino 
species:ncbi:46161	Actinomadura kijaniata
species:ncbi:1524	Clostridium piliforme 
species:ncbi:5849	Plasmodium gallinaceum
species:ncbi:371913	Eudocimus albus 
species:ncbi:673	Grimontia hollisae
species:ncbi:1563	Desulfosporosinus orientis
species:ncbi:44676	Geothrix fermentans
species:ncbi:161683	Limosa lapponica 
species:ncbi:72884	Petrochelidon pyrrhonota
species:ncbi:94189	Genetta
species:ncbi:171673	Inquilinus
species:ncbi:81479	Rhodoferax antarcticus 
species:ncbi:37076	pelecanoididae 
species:ncbi:78554	Alterococcus agarolyticus
species:ncbi:158006	Delphinium tricorne 
species:ncbi:556890	Patulibacter ginsengiterrae
species:ncbi:1017	Capnocytophaga gingivalis 
species:ncbi:1803903	Actinomadura montaniterrae 
species:ncbi:1474	Bacillus pasteurii 
species:ncbi:7370	Musca domestica
species:ncbi:488446	Burkholderia latens 
species:ncbi:78580	Mycoplasma alvi
species:ncbi:1129467	Paullinia cururu 
species:ncbi:177146	Streptopelia bitorquata
species:ncbi:11271	Vesiculovirus
species:ncbi:1542959	Isoparorchis trisimilitubus
species:ncbi:31604	virus de la enfermedad de los rumiantes pequeños
species:ncbi:235888	Salinibacterium 
species:ncbi:7950	Clupea harengus harengus
species:ncbi:53440	Nocardiopsis listeri 
species:ncbi:2699	Heliobacterium gestii 
species:ncbi:52284	jerbo pigmeo 
species:ncbi:245049	Asiatic dipper 
species:ncbi:178340	Bacillus dipsosauri
species:ncbi:1979456	Xanthium pungens 
species:ncbi:200989	Bacillus saliphilus
species:ncbi:10244	virus de la viruela de los monos 
species:ncbi:11807	virus del sarcoma murino de Harvey 
species:ncbi:4052	Hedera helix
species:ncbi:103959	Musophaga violacea 
species:ncbi:67313	Streptomyces lateritius 
species:ncbi:38301	Corynebacterium minutissimum
species:ncbi:40218	Desulforhabdus amnigena 
species:ncbi:269057	Menidia beryllina 
species:ncbi:158848	Moellerella 
species:ncbi:160699	Rhizobium larrymoorei
species:ncbi:58019	Coniferopsida
species:ncbi:84998	Coriobacteridae
species:ncbi:45188	Guaiacum 
species:ncbi:15324	Anthoxanthum
species:ncbi:2136010	Peristedion brevirostre 
species:ncbi:45657	Desulfonema ishimotonii
species:ncbi:224535	Ornithonyssus 
species:ncbi:43143	Tissierella creatinini 
species:ncbi:199	Campylobacter concisus 
species:ncbi:48433	steatornithidae 
